koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err2,koi_teq,koi_insol,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err2,koi_srad_err1,ra,dec,koi_kepmag
0,0,0,0,36.7704935,164.29112,0.00258,0.545,0.368,-0.319,4.42,0.105,-0.105,1346.6,34,-34,2.83,-0.25,437,8.6,-2.23,40.8,1,5142,153,4.602,-0.083,0.097,286.41,42.681549,15.596
0,0,1,1,0.890737359,134.56707,0.00137,1.146,1.953,-0.099,1.9257,0.076,-0.076,195.8,6.3,-6.3,20.57,-4.42,2022,3948.43,-1793.44,37.7,1,5687,154,4.293,-0.18,0.335,295.78595,42.84428,14.624
0,0,0,0,226.8904775,207.35971,0.00362,0.731,0.139,-0.492,7.558,0.193,-0.193,3136.4,69.4,-69.4,4.53,-0.2,236,0.73,-0.11,46.8,2,5067,102,4.585,-0.048,0.052,294.90973,42.935261,15.859
1,0,0,1,0.651784374,133.111707,0.000233,1.224,0.508,-0.093,2.0141,0.0144,-0.0144,2779.3,14.8,-14.8,33.65,-5.49,2090,4500.59,-1708.3,195.2,2,5555,166,4.375,-0.18,0.282,291.99988,38.437698,14.997
0,1,1,0,6.150529292,132.522141,0.000354,1.236,0.295,-0.104,4.4562,0.0183,-0.0183,2417.1,9.4,-9.4,49.79,-16.23,1421,964.26,-585.16,301.4,1,6691,190,4.084,-0.158,0.417,294.68643,39.396561,13.303
0,0,0,0,25.30291816,188.060148,0.000901,0.04,0.358,-0.04,4.4903,0.0412,-0.0412,2105.7,19.5,-19.5,3.95,-0.37,535,19.39,-4.42,117.7,1,5121,84,4.457,-0.039,0.049,294.5704,50.673019,14.773
0,0,1,1,1.99566293,132.8585,0.015,0.564,0.013,-0.47,4.514,0.273,-0.273,197,10.6,-10.6,1.11,-0.09,1182,462.26,-114.5,21.9,1,5235,158,4.595,-0.097,0.112,297.82056,41.96693,15.734
0,0,0,0,3.295701024,133.966333,0.00046,0.267,0.215,-0.267,1.8268,0.0256,-0.0256,1745.7,17.3,-17.3,2.81,-0.1,875,138.38,-19.77,114.7,1,4723,94,4.628,-0.045,0.049,294.44177,40.55759,14.84
0,0,0,0,31.51779463,185.1533,0.00223,0.561,0.02,-0.455,7.634,0.0784,-0.0784,357.6,6.1,-6.1,2.72,-0.61,663,45.68,-20.03,63.2,1,5611,114,4.144,-0.105,0.211,297.27798,48.320332,12.848
0,0,0,0,29.72722,134.6581,0.00554,0.744,0.194,-0.514,3.45,0.146,-0.146,1010.2,55.5,-55.5,3.02,-0.29,557,22.7,-6.57,19.4,1,5815,163,4.54,-0.192,0.264,291.40945,38.340019,15.855
0,0,1,0,0.710894157,132.05192,0.00222,0.134,0.318,-0.133,1.0183,0.0792,-0.0792,122.6,8.5,-8.5,1.16,-0.15,2098,4599.89,-1541.14,18.9,1,5862,156,4.424,-0.202,0.315,297.94925,47.816399,14.55
0,1,1,1,0.796722833,133.07985,0.00214,0.601,0.141,-0.385,2.4551,0.0812,-0.0812,107.1,3,-3,1.44,-0.35,2401,7844.64,-3558.35,43.9,1,5959,80,4.121,-0.099,0.199,294.35049,38.602131,13.379
0,0,0,0,6.10968225,133.80253,0.00946,0.108,0.336,-0.108,5.735,0.254,-0.254,60.3,3.8,-3.8,0.79,-0.19,1093,337.78,-166.01,18.6,1,6024,197,4.309,-0.207,0.293,282.23685,48.154243,13.328
0,1,0,0,24.3367026,154.3759,0.0111,0.577,0.046,-0.464,2.539,0.392,-0.392,551.1,53.1,-53.1,1.95,-0.21,526,18.07,-5.36,13.4,1,5141,153,4.505,-0.072,0.08,286.76147,38.34351,15.581
0,0,0,0,27.4536146,145.02866,0.00345,0.765,0.142,-0.556,3.747,0.101,-0.101,136.4,5.3,-5.3,0.95,-0.04,457,10.34,-1.56,27.5,3,4900,98,4.602,-0.049,0.048,281.48273,47.208031,11.492
0,0,0,0,38.5576546,163.85063,0.00407,0.911,0.025,-0.663,5.794,0.199,-0.199,993,26.8,-26.8,4.02,-0.36,550,21.71,-4.66,39.7,2,5775,78,4.405,-0.123,0.161,290.46176,40.562462,15.386
0,0,0,0,40.05881661,169.91063,0.00193,0.819,0.013,-0.572,5.595,0.108,-0.108,1239.4,22.4,-22.4,3.43,-0.31,489,13.57,-3.61,62.6,1,5668,152,4.545,-0.195,0.248,286.01587,45.007771,14.862
0,0,0,0,5.392026903,171.72707,0.000963,0.314,0.072,-0.314,2.9804,0.0352,-0.0352,1151.4,17.2,-17.2,2.68,-0.19,850,123.33,-29.06,77.4,1,5198,155,4.589,-0.102,0.106,284.43051,44.48053,15.651
0,0,0,0,44.5520266,160.29386,0.00744,0.689,0.253,-0.454,6,0.212,-0.212,362.1,22.5,-22.5,2.29,-0.32,572,25.3,-8.16,16.7,5,6036,120,4.326,-0.12,0.176,298.25204,40.496078,14.764
0,1,0,0,56.04809669,159.1678042,9.35E-05,1.161,0.055,-0.068,4.04427,0.00486,-0.00486,53726,61.7,-61.7,42.62,-5.13,400,6.06,-1.91,1003.7,1,5222,156,4.518,-0.132,0.115,292.42444,48.159592,14.967
0,1,0,0,27.81892382,158.10282,0.00126,0.606,0.183,-0.067,8.3777,0.067,-0.067,238220,1804,-1804,50,-5.19,610,32.75,-9.73,156.8,1,6126,165,4.513,-0.216,0.286,286.27698,43.339142,15.325
0,1,0,0,3.026764871,133.3279059,6.94E-05,0.198,0.066,-0.017,4.32532,0.00322,-0.00322,66720,53.8,-53.8,26.36,-2.79,1360,810.38,-243.47,1561.2,1,6283,150,4.459,-0.208,0.299,294.33139,42.093979,14.044
0,1,0,0,1.70192371,131.955498,0.000194,0.906,0.401,-0.046,3.0271,0.0121,-0.0121,49833,168,-168,40.15,-6.65,1704,1993.63,-678.5,351.1,1,5826,78,4.273,-0.112,0.209,297.50986,47.054489,12.533
0,0,0,1,9.8338474,132.5363,0.0175,0.733,0.202,-0.508,14.585,0.439,-0.439,57.6,2.7,-2.7,0.98,-0.12,946,188.78,-51.21,23.8,1,5929,71,4.308,-0.11,0.185,286.83151,49.18824,12.792
0,1,0,0,0.758354475,132.623984,0.00014,0.279,0.004,-0.004,4.56811,0.00554,-0.00554,581780,489,-489,149.44,-40.02,3123,22401.95,-12370.48,1560.5,1,7131,200,4.084,-0.18,0.539,298.89954,43.395641,16.975
0,1,0,0,89.69816853,176.3060152,3.40E-05,0.684,0.025,-0.023,5.5418,0.00466,-0.00466,273110,136,-136,102.08,-40.11,554,22.33,-15.14,3420.3,1,6214,187,4.021,-0.168,0.415,299.0209,44.17276,13.624
1,0,0,0,358.66044,296.9516,0.0151,0.062,0.381,-0.062,16.732,0.579,-0.579,133.8,9,-9,1.62,-0.03,304,2.02,-0.12,15.6,1,5619,93,4.07,-0.011,0.05,286.39584,43.075821,11.443
0,1,1,0,251.0597249,230.027745,0.000934,1.264,6.614,-0.1,5.1095,0.0599,-0.0599,7419.8,79.4,-79.4,44.2,-5.99,301,1.93,-0.6,110.3,1,5714,103,4.34,-0.108,0.163,290.20236,42.955891,14.695
0,1,0,0,25.32169873,139.687525,0.000159,0.954,0.023,-0.022,4.45367,0.00841,-0.00841,119590,197,-197,56.62,-6.28,655,43.39,-14.08,673.3,1,6109,193,4.455,-0.21,0.341,288.40378,51.073761,15.128
0,0,0,0,31.0033072,143.29085,0.00408,0.151,0.294,-0.151,5.253,0.142,-0.142,645.2,33.5,-33.5,2.72,-0.31,616,34.03,-11.22,22.1,1,6090,193,4.447,-0.173,0.286,291.26974,42.096039,15.898
0,0,1,1,2.03743942,131.55893,0.0054,0.102,0.364,-0.102,3.103,0.245,-0.245,112.5,8.8,-8.8,0.82,-0.07,1299,673.94,-183.31,16,1,5751,173,4.577,-0.15,0.181,295.841,47.681889,15.047
0,0,0,0,3.93276627,134.64964,0.00264,0.37,0.08,-0.37,2.9403,0.0847,-0.0847,234.9,8.4,-8.4,1.5,-0.15,1140,399.84,-96.92,30.7,4,5688,113,4.415,-0.1,0.13,289.78052,49.89653,14.534
0,0,0,0,26.964501,145.34426,0.00495,0.006,0.43,-0.006,3.792,0.131,-0.131,601.7,34.7,-34.7,2.2,-0.22,573,25.56,-7.42,20.1,1,5754,161,4.534,-0.168,0.214,294.36673,42.252682,15.789
0,0,1,0,0.873227249,132.23359,0.00199,0.14,0.324,-0.14,0.7948,0.0707,-0.0707,221.8,16,-16,1.68,-0.19,2152,5053.02,-1690.03,21.9,1,6341,179,4.409,-0.224,0.389,287.69272,46.366928,15.153
1,0,0,0,2.38793696,133.22902,0.0085,1.193,0.138,-0.133,17.302,0.735,-0.735,114.3,3.8,-3.8,25.56,-2.62,1674,1860.02,-578.24,41.7,1,6769,165,4.379,-0.18,0.333,296.40967,43.876019,14.394
0,0,0,0,30.22910274,134.52081,0.00193,0.77,0.118,-0.528,6.6751,0.0737,-0.0737,443.4,7,-7,3.49,-0.62,755,76.88,-29.38,71.7,1,6325,113,4.188,-0.125,0.271,291.64676,41.884659,13.432
0,0,0,0,3.336123113,135.31623,0.00109,0.252,0.22,-0.252,1.9616,0.0333,-0.0333,516.3,13.7,-13.7,1.74,-0.12,970,209.79,-48.36,41.6,3,5097,152,4.597,-0.085,0.093,288.64252,43.039291,15.067
0,1,0,0,0.998217563,131.8142317,2.37E-05,1.003,0.037,-0.009,3.90851,0.00107,-0.00107,87567,0,0,88.64,-25.91,2795,14421.97,-8231.34,3979.1,1,6980,168,4.06,-0.16,0.513,293.62054,44.967281,12.457
1,0,0,0,10.23273611,139.5844258,0.00327,0.583,0.185,-0.193,1.55,0.115,-0.115,449.2,18.6,-18.6,2.47,-0.31,938,185.15,-53.2,27.5,1,5761,156,4.438,-0.121,0.233,301.11429,44.825802,11.614
1,0,1,0,45.5827119,138.6761,0.0101,0.253,0.204,-0.253,3.193,0.281,-0.281,76.5,9.5,-9.5,2.42,-1.04,957,198.31,-144.9,9.6,1,7266,230,3.828,-0.118,0.498,290.1824,37.81876,12.661
0,0,0,0,14.00640392,142.20885,0.001,0.568,0.286,-0.368,4.6919,0.0396,-0.0396,716.4,7.6,-7.6,3.11,-0.41,807,100.09,-30.5,109.3,1,5788,116,4.323,-0.108,0.164,295.16382,43.963039,13.837
0,1,0,0,0.502454299,131.9221686,6.57E-05,1.17,0.059,-0.043,2.31547,0.0021,-0.0021,37454,16.5,-16.5,43.95,-4.39,2336,7025.25,-1986.22,873.6,1,6134,166,4.498,-0.208,0.27,291.27692,51.135712,13.532
0,1,0,0,1.946198513,132.314091,0.000113,0.249,0.034,-0.025,4.0336,0.00664,-0.00664,130720,182,-182,52.58,-13.21,1853,2779.44,-1450.57,902.8,1,6224,199,4.165,-0.18,0.4,287.03967,38.640308,13.993
0,1,0,0,1.092066399,132.1028432,7.53E-05,0.488,0.012,-0.013,2.97608,0.00365,-0.00365,401890,403,-403,40.74,-3.32,1164,432.44,-116.29,1160.6,1,4556,160,4.67,-0.032,0.047,295.5061,44.110538,15.896
0,0,1,1,2.63009438,132.22517,0.00437,1.195,0.446,-0.105,11.226,0.23,-0.23,388.9,6.8,-6.8,25.55,-2.77,1480,1135.97,-346.37,69.4,1,6338,153,4.418,-0.216,0.353,294.39557,50.719589,14.651
0,0,0,0,13.22714056,142.20251,0.00166,0.013,0.406,-0.013,3.2861,0.051,-0.051,812,17.8,-17.8,2.22,-0.12,638,39.1,-6.79,51.8,1,5180,103,4.548,-0.054,0.054,286.55807,38.405369,14.443
0,0,0,0,4.915385452,132.69448,0.00124,0.484,0.062,-0.407,2.7757,0.0372,-0.0372,225.5,4,-4,1.46,-0.08,1042,279.43,-51.35,65.6,2,5772,104,4.487,-0.12,0.147,294.45386,44.145973,12.706
1,0,0,0,472.6038,515.577,0.039,0.476,0.49,-0.275,12.15,1.4,-1.4,672,101,-101,2.28,-0.18,218,0.54,-0.13,7.7,1,5764,156,4.548,-0.16,0.194,290.36932,45.009258,15.975
0,0,1,1,1.33259494,132.0286,0.0156,0.104,0.351,-0.104,2.783,0.509,-0.509,92.7,14.8,-14.8,0.89,-0.09,1665,1814.46,-529.03,7.8,1,6063,163,4.51,-0.2,0.276,294.88477,46.646591,15.165
0,1,0,0,6.58729511,133.3652,0.0132,0.723,0.12,-0.046,8.3582,0.0409,-0.0409,127960,685,-685,58.09,-23.84,1152,416.15,-289.7,304.2,1,5619,186,4.07,-0.198,0.472,291.17975,39.099651,14.035
0,0,1,0,0.831741499,132.074741,0.000596,1.298,0.765,-0.166,2.297,0.0301,-0.0301,1231.1,13.6,-13.6,41.62,-4.57,2198,5501.14,-1771.08,110.9,1,6343,177,4.408,-0.216,0.376,294.75632,49.792091,15.61
1,0,0,0,367.761848,194.7697,0.0107,0.025,0.441,-0.025,4.891,0.392,-0.392,428,49.6,-49.6,20.06,-4.17,623,35.55,-17.79,9.8,1,5348,63,2.897,-0.014,0.257,290.87155,47.753368,10.736
0,0,0,0,100.8276725,216.38757,0.0072,0.676,0.233,-0.451,8.39,0.18,-0.18,1778.8,49.8,-49.8,4.35,-0.57,364,4.16,-1.19,36.7,2,5301,85,4.391,-0.07,0.096,284.29694,49.15868,15.28
0,0,0,0,35.6225528,141.4514,0.0129,0.261,0.203,-0.261,4.845,0.403,-0.403,651.1,78.8,-78.8,2.24,-0.2,523,17.67,-4.66,9.6,1,5799,157,4.539,-0.187,0.231,293.44644,40.409889,15.332
0,0,0,0,9.18244299,134.04601,0.00551,0.257,0.203,-0.257,4.318,0.178,-0.178,87.6,4.8,-4.8,1.24,-0.19,1052,289.74,-99.18,20.3,1,6194,124,4.242,-0.125,0.244,290.99527,45.192211,13.223
0,0,1,0,4.43529675,134.7488,0.0115,0.353,0.115,-0.353,2.117,0.348,-0.348,181.9,24.7,-24.7,1.15,-0.13,1026,261.33,-79.93,9.6,1,5659,186,4.511,-0.161,0.215,297.01929,43.478802,15.738
0,0,0,0,15.87360981,182.40408,0.00212,0.395,0.047,-0.395,3.5246,0.0724,-0.0724,415.6,12.4,-12.4,1.53,-0.12,632,37.68,-9.72,38.4,1,5656,187,4.607,-0.135,0.162,290.47134,44.387081,13.766
1,0,0,0,8.214204254,135.01403,0.00127,1.092,0.202,-0.086,4.5905,0.012,-0.012,74177,136,-136,42.29,-3.99,798,96.12,-27.75,613.1,1,5654,178,4.59,-0.144,0.169,294.17896,46.188431,16.356
1,0,0,0,488.67353,519.7805,0.0674,0.432,0.027,-0.432,12.35,2.5,-2.5,691,101,-101,2.03,-0.14,188,0.3,-0.08,8.2,1,5218,184,4.596,-0.104,0.122,298.12234,40.462349,15.747
0,0,1,1,1.08906057,132.0391,0.0106,0.29,0.172,-0.29,2.743,0.303,-0.303,76.2,9.1,-9.1,0.75,-0.08,1511,1235.96,-384.44,10.4,1,5087,167,4.463,-0.115,0.104,287.97504,46.35326,14.959
0,0,0,0,38.505224,158.30491,0.00325,0.654,0.003,-0.506,5.941,0.104,-0.104,695.2,22.4,-22.4,2.45,-0.24,532,18.98,-5.16,35.5,1,5974,161,4.504,-0.188,0.243,281.66299,47.568581,14.777
0,0,0,0,3.743166733,131.61967,0.00142,0.008,0.392,-0.008,3.6888,0.0421,-0.0421,126.3,2.2,-2.2,1.5,-0.23,1423,971.76,-328.28,47.2,4,6181,111,4.234,-0.117,0.243,297.33307,41.891121,12.205
0,0,0,0,8.96847034,139.39473,0.00253,0.558,0.057,-0.45,4.4073,0.082,-0.082,234.3,6.8,-6.8,2.17,-0.39,1024,259.95,-98.45,38.2,1,5808,105,4.185,-0.108,0.221,291.96069,42.43301,14.128
0,0,0,0,2.211116989,170.150139,0.000969,0.69,0.009,-0.509,1.6485,0.0297,-0.0297,724.2,18.9,-18.9,1.85,-0.05,931,177.19,-23.72,42.6,1,4500,90,4.656,-0.043,0.043,285.16833,44.026459,15.791
0,0,0,0,425.483539,149.0438,0.0186,0.03,0.436,-0.029,17.856,0.623,-0.623,996.6,60.3,-60.3,3.2,-0.3,248,0.89,-0.26,19.6,1,5977,190,4.473,-0.204,0.292,294.05762,46.441029,15.807
0,0,0,0,29.2214959,139.32807,0.0064,0.779,0.174,-0.545,4.014,0.169,-0.169,394,28.5,-28.5,1.81,-0.14,539,20.03,-4.33,14.6,4,5576,111,4.503,-0.075,0.086,290.67615,48.294289,15.587
1,0,1,1,119.67747,415.4806,0.0116,1.283,7.044,-0.031,32.274,0.599,-0.599,3254.1,65.3,-65.3,36.8,-3.8,379,4.9,-1.53,52,1,6075,189,4.486,-0.2,0.3,291.16675,38.78019,15.933
0,0,1,0,4.118775582,357.261244,0.000706,0.754,0.063,-0.244,3.76,0.117,-0.117,2647.7,25.5,-25.5,4.48,-0.38,1067,306.75,-84.39,125.6,1,5944,186,4.579,-0.176,0.206,297.60529,45.36068,15.797
0,0,0,0,23.44970494,182.92295,0.0024,0.193,0.232,-0.193,8.6567,0.0766,-0.0766,315.6,5,-5,2.71,-0.41,802,97.94,-33.09,67.9,1,6188,110,4.196,-0.126,0.278,289.77325,40.80072,13.31
0,1,0,0,2.274628199,132.0170362,5.21E-05,0.986,0.017,-0.015,4.52648,0.00225,-0.00225,103970,33.1,-33.1,104.26,-45.84,2092,4536.51,-3303.99,2047.9,1,6389,181,3.914,-0.145,0.461,290.39725,50.06509,11.152
0,0,0,0,3.7847507,133.50785,0.00813,0.021,0.435,-0.021,2.924,0.254,-0.254,33.5,3.2,-3.2,0.7,-0.08,1311,699.15,-192.35,12.2,1,6017,107,4.326,-0.116,0.199,292.33755,47.6642,12.581
0,1,0,0,370.94353,261.1772,0.0219,1.294,70.86,-2.501,16.64,1.3,-1.3,1071.3,88.3,-88.3,27.77,-2.15,228,0.64,-0.15,14.6,1,5755,155,4.588,-0.16,0.181,288.81357,41.555119,15.048
0,0,0,0,5.79179934,133.35814,0.00527,0.896,0.064,-0.702,3.474,0.132,-0.132,118.5,7.2,-7.2,1.69,-0.26,1222,528.14,-168.22,17.7,1,6174,74,4.244,-0.125,0.243,292.20471,37.221218,13.96
0,0,0,0,132.9955503,258.3961,0.00492,0.703,0.197,-0.488,7.436,0.18,-0.18,1275.4,49.5,-49.5,2.51,-0.21,241,0.8,-0.22,29.3,1,4523,161,4.636,-0.039,0.055,280.51175,44.159351,15.028
0,1,1,1,2.99194823,134.1641,0.0119,0.71,0.21,-0.48,4.39,0.333,-0.333,99.6,6.4,-6.4,0.78,-0.06,1019,255.16,-57.97,18.2,1,5269,158,4.62,-0.096,0.112,298.57779,40.681438,14.395
0,0,0,1,1.811460943,132.93207,0.00218,0.971,0.004,-0.004,5.065,0.115,-0.115,428.5,9.4,-9.4,2.83,-0.51,1508,1224.37,-481.1,83.9,1,5700,152,4.382,-0.182,0.292,295.47537,45.239979,14.674
1,0,1,1,4.44709107,133.9044,0.0132,0.988,0.037,-0.743,16.79,1.5,-1.5,40.5,2,-2,0.96,-0.16,1228,537.35,-204.86,22.6,1,6137,165,4.357,-0.192,0.318,284.41647,45.138889,13.51
0,0,0,0,1.93155546,131.76708,0.00606,0.861,0.113,-0.635,1.614,0.217,-0.217,504.9,72.5,-72.5,2.25,-0.09,1290,655.43,-85.99,8.6,1,5461,73,4.552,-0.102,0.101,298.86658,46.502239,13.007
0,0,0,0,16.39926461,131.96806,0.00169,0.115,0.335,-0.115,3.4108,0.053,-0.053,220.8,5.2,-5.2,1.94,-0.26,847,121.53,-37.65,46.4,2,6156,111,4.284,-0.121,0.229,296.46732,42.598785,12.459
0,0,0,0,15.28467725,175.62345,0.00313,0.774,0.13,-0.544,6.0768,0.0967,-0.0967,321.3,9.6,-9.6,2.7,-0.53,852,124.4,-48.07,38.1,1,5763,86,4.181,-0.108,0.219,296.03198,42.14196,14.519
0,0,0,0,2.99792926,131.76579,0.00786,0.403,0.092,-0.374,4.398,0.222,-0.222,45.4,3.4,-3.4,1.12,-0.3,1616,1611.51,-785.46,16,1,5888,79,4.061,-0.102,0.29,282.69995,45.42577,12.003
1,0,0,0,0.954388314,132.44537,0.00326,0.737,0.217,-0.687,6.26,1.9,-1.9,57.2,6.7,-6.7,2.27,-0.71,3406,31694.26,-18758.8,56.3,1,7056,169,3.813,-0.111,0.469,288.23862,46.118061,11.872
0,0,1,0,26.190289,143.22089,0.00965,0.109,0.352,-0.109,2.148,0.398,-0.398,51.8,7.6,-7.6,1.05,-0.26,793,93.35,-47.35,9.3,1,6434,181,4.208,-0.193,0.422,297.77899,39.776001,11.66
0,0,0,0,106.247882,135.7435,0.0125,0.586,0.001,-0.489,13.78,0.374,-0.374,397.4,18.7,-18.7,2.01,-0.19,377,4.75,-1.14,24,1,5679,101,4.435,-0.104,0.135,286.67145,49.406288,14.552
0,0,0,0,19.17893976,139.74552,0.00284,0.004,0.43,-0.004,5.144,0.105,-0.105,752.8,25.3,-25.3,2.4,-0.22,640,39.65,-10.7,34.3,1,5767,173,4.538,-0.196,0.26,297.48257,40.680779,15.401
0,0,0,0,3.40165617,132.06195,0.00258,0.906,0.028,-0.682,1.9617,0.0846,-0.0846,155.9,9,-9,1.34,-0.13,1236,552.42,-158.35,19.9,1,6177,169,4.516,-0.216,0.276,291.84131,45.17918,14.497
0,0,0,0,99.2532336,148.53067,0.00838,0.947,0.005,-0.674,7.208,0.226,-0.226,538,30.6,-30.6,2.17,-0.08,300,1.93,-0.29,20.5,1,5010,100,4.623,-0.052,0.047,285.71741,44.758419,14.699
0,0,0,0,39.6431552,206.596798,0.000202,0.062,0.103,-0.042,6.5292,0.00694,-0.00694,15664,24.4,-24.4,10.98,-0.99,472,11.74,-2.55,690.3,1,5231,83,4.455,-0.049,0.059,283.97751,44.811562,15.011
1,0,0,0,5.407157086,136.5956575,4.73E-05,1.062,0.02,-0.025,5.8919,0.00212,-0.00212,74653,20.1,-20.1,125.96,-52.98,1984,3667.86,-2630.44,2882,1,7617,239,3.856,-0.098,0.44,291.71811,41.389969,11.3
0,0,0,0,5.448321078,132.49088,0.00113,0.614,0.3,-0.408,2.2213,0.0405,-0.0405,529.4,10.5,-10.5,2.17,-0.11,978,215.95,-37.56,55.1,1,5721,103,4.517,-0.112,0.127,292.97125,41.03577,12.43
1,0,0,0,317.99484,393.0306,0.0212,0.405,0.042,-0.405,7.28,1.1,-1.1,719,118,-118,2.22,-0.2,241,0.79,-0.2,8.4,1,5665,169,4.568,-0.178,0.216,292.96835,40.954239,15.181
0,0,0,0,35.18105723,170.09969,0.00225,0.772,0.124,-0.495,7.545,0.135,-0.135,987.7,18.1,-18.1,4.17,-0.54,664,45.89,-16,63.1,1,6520,157,4.375,-0.195,0.363,288.23059,42.41362,14.856
0,0,1,1,2.44199803,134.57095,0.00371,0.856,0.135,-0.855,2.759,0.534,-0.534,251.7,19.4,-19.4,1.44,-0.12,1282,638.05,-161.64,27.2,1,5970,161,4.564,-0.176,0.194,292.85965,44.200642,15.282
0,1,1,1,40.879068,163.4056,0.0185,0.988,0.014,-0.698,6.562,0.44,-0.44,499.2,39.7,-39.7,3.35,-0.35,533,19.12,-6.01,12.2,1,6072,190,4.51,-0.216,0.29,292.34671,42.402939,15.823
0,0,1,0,1.110599919,131.57274,0.00137,0.214,0.213,-0.214,1.3493,0.0494,-0.0494,157.6,5.2,-5.2,1.07,-0.13,1539,1320.65,-434.88,38.7,1,5227,158,4.463,-0.138,0.137,286.86526,41.796021,14.139
0,0,0,0,1.565412613,132.91281,0.00115,0.003,0.431,-0.003,0.7572,0.0299,-0.0299,2754.6,83.1,-83.1,1.73,-0.19,648,41.85,-10.74,48.6,1,3464,69,4.923,-0.044,0.04,282.25021,44.921108,16.257
0,0,0,0,308.544422,296.0738,0.00403,0.022,0.308,-0.022,18.503,0.127,-0.127,586.8,11.8,-11.8,3.28,-0.38,330,2.81,-0.73,56.8,1,6325,69,4.274,-0.15,0.311,295.97556,44.713451,13.215
0,1,0,0,0.607191908,132.0195301,3.66E-05,0.917,0.036,-0.026,1.30166,0.00885,-0.00885,17369,29.3,-29.3,12.44,-1.06,1759,2251.28,-601.47,961.9,1,5370,176,4.598,-0.052,0.064,293.99124,40.18964,15.428
0,1,1,1,2.189098506,132.080937,0.000855,1.258,0.46,-0.085,5.1498,0.0364,-0.0364,2533.7,15.8,-15.8,29.7,-2.84,1288,651.22,-184.82,194.9,1,5681,186,4.551,-0.195,0.246,285.87671,39.685951,15.753
0,0,0,0,11.47609015,135.39622,0.00365,0.755,0.011,-0.543,5.046,0.111,-0.111,182.3,7.1,-7.1,2.07,-0.37,984,221.34,-84.71,27.7,1,6071,121,4.202,-0.122,0.252,282.2001,44.422298,13.908
0,0,0,0,10.94026745,170.30551,0.00221,0.595,0.037,-0.453,2.3494,0.0691,-0.0691,538.6,20.2,-20.2,2.08,-0.18,764,80.52,-21.39,30.6,1,5749,156,4.547,-0.168,0.214,288.67068,47.399139,14.909
0,0,0,0,17.25121397,149.886479,0.000854,0.749,0.152,-0.509,2.0371,0.0447,-0.0447,2054.8,33.2,-33.2,2.64,-0.2,385,5.17,-1.13,68.6,2,3879,77,4.708,-0.021,0.03,284.94098,46.56654,15.473
0,1,1,0,1.217266418,133.328666,0.000141,0.878,0.002,-0.002,3.3208,0.0126,-0.0126,5811.5,12.6,-12.6,14.49,-2.46,2378,7548.29,-2609.5,603.4,1,6631,73,4.145,-0.108,0.278,292.76434,41.27528,13.371
0,0,0,0,2.7612237,131.6081,0.00568,0.238,0.218,-0.238,3.681,0.181,-0.181,66.8,5.5,-5.5,1.84,-0.84,2017,3906.36,-2913.18,14.2,1,6381,181,3.897,-0.135,0.55,285.7135,41.605885,13.321
0,0,0,1,2.31610674,132.3383,0.0151,0.404,0.075,-0.404,3.347,0.337,-0.337,33.6,3.3,-3.3,0.7,-0.12,1559,1393.98,-556.26,13,1,6025,181,4.3,-0.187,0.36,295.82541,42.941639,13.608
0,1,0,1,0.91839938,131.6132,0.0111,0.519,0.04,-0.448,4.479,0.543,-0.543,152.1,11.8,-11.8,1,-0.09,1558,1389.28,-391.08,16.8,1,5222,184,4.556,-0.091,0.122,289.73306,45.43795,15.908
1,0,0,0,27.765596,132.0878,0.0304,0.069,0.406,-0.069,19.49,1.1,-1.1,147.6,11.1,-11.1,1.2,-0.07,605,31.66,-5.26,14.2,1,5897,70,4.476,-0.105,0.129,297.26181,41.255508,15.197
0,1,0,0,213.6103207,141.655562,0.000562,0.977,1.928,-0.105,10.7643,0.0635,-0.0635,110990,242,-242,46.07,-4.09,291,1.69,-0.45,534.5,1,5931,160,4.554,-0.176,0.209,290.75183,49.972301,15.619
0,0,0,0,67.0930642,146.57047,0.00209,0.822,0.044,-0.568,7.334,0.134,-0.134,1254.2,18.1,-18.1,3.51,-0.17,420,7.38,-1.26,73.7,2,5750,102,4.538,-0.11,0.121,295.55942,40.236271,13.595
0,0,0,0,56.0560754,201.16578,0.00329,0.018,0.413,-0.018,4.685,0.132,-0.132,1626,66.7,-66.7,1.94,-0.22,233,0.69,-0.19,27.4,1,3593,71,4.757,-0.027,0.03,289.50848,41.812119,15.849
0,0,0,0,4.973455252,170.885791,0.000711,0.817,0.056,-0.576,1.6519,0.0276,-0.0276,741.6,13.1,-13.1,2.46,-0.13,867,133.55,-22.92,65.4,2,5097,101,4.554,-0.05,0.052,290.29651,37.749489,14.172
0,1,0,0,17.84432316,133.6947708,2.76E-05,0.757,0.009,-0.006,5.07999,0.00068,-0.00068,222360,61.5,-61.5,90.67,-29.49,874,138.25,-83.71,4456.6,1,5993,190,4.114,-0.161,0.395,296.3493,41.072968,13.745
