koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err2,koi_teq,koi_insol,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err2,koi_srad_err1,ra,dec,koi_kepmag
1,1,1,1,24.2382519,136.62118,0.00859,0.82,0.003,-0.585,2.703,0.24,-0.24,465.5,49.5,-49.5,2.19,-0.18,597,29.92,-8,11.3,2,5763,182,4.527,-0.204,0.273,291.28296,43.608238,15.752
0,0,0,0,190.3200468,312.68498,0.00147,0.812,0.048,-0.01,15.284,0.209,-0.209,1141.7,8.5,-8.5,7.78,-0.52,426,7.8,-1.38,139.3,2,5626,89,3.907,-0.036,0.125,294.55917,46.062328,12.654
0,0,1,1,1.540379557,132.00637,0.00564,0.329,0.143,-0.329,2.026,0.157,-0.157,76.9,6.5,-6.5,0.81,-0.13,1581,1481.09,-556.04,14.6,1,5812,157,4.408,-0.17,0.226,286.94647,38.885189,14.298
0,0,0,0,2.437029217,170.73808,0.0017,0.014,0.425,-0.014,3.2005,0.052,-0.052,244,5.8,-5.8,2.04,-0.41,1513,1237.66,-487.63,49,1,5573,75,4.177,-0.101,0.218,286.00494,45.480389,14.573
1,0,1,0,0.980505042,132.097771,0.00083,1.206,2.954,-0.102,1.4068,0.0467,-0.0467,426.6,10,-10,26.35,-4.75,1904,3100.61,-1293.23,51.5,2,5794,182,4.372,-0.192,0.311,296.34799,44.501961,15.198
1,0,0,0,35.4261827,161.164,0.0167,1.004,0.032,-0.73,4.393,0.68,-0.68,317.6,52.2,-52.2,153.72,-33.29,2217,5712.61,-2570.75,7.1,3,4289,95,1.603,-0.027,1.364,296.98563,43.581352,11.925
0,1,0,0,8.209514329,134.0632157,1.40E-05,1.079,0.051,-0.137,4.14104,0.00191,-0.00191,141390,1.3,-1.3,149.52,-66.44,1371,834.79,-615.53,6579.3,1,6258,203,3.882,-0.116,0.505,298.44855,45.104176,12.121
0,0,0,0,24.5709023,135.87209,0.0033,0.945,0.009,-0.674,3.587,0.181,-0.181,764.2,31.7,-31.7,2.82,-0.12,505,15.33,-2.42,26.3,2,5095,101,4.566,-0.052,0.055,291.36478,37.609169,13.562
0,1,1,1,1.519529227,132.55256,0.00112,0.866,0.005,-0.004,5.1675,0.0511,-0.0511,8372.5,69,-69,11.12,-1.32,1653,1766.31,-595.73,155.1,1,6033,190,4.46,-0.2,0.313,290.51465,40.693001,15.551
0,1,0,0,2.990252395,133.110629,0.000877,1.117,0.103,-0.123,7.8462,0.0338,-0.0338,216440,523,-523,89.85,0,1264,603.02,0,541.7,1,5780,156,4.438,-0.121,0.233,287.75238,38.929794,17.9
0,0,0,0,16.92342126,145.81407,0.0028,0.515,0.385,-0.307,4.1864,0.0904,-0.0904,1125.3,31.8,-31.8,3.4,-0.22,702,57.37,-9.99,40.8,1,5786,78,4.465,-0.12,0.147,294.64816,46.392361,15.818
0,1,1,0,5.795063956,172.697467,0.00069,0.949,0.005,-0.004,3.2496,0.0513,-0.0513,1692.9,26.5,-26.5,4.33,-0.39,950,192.74,-49.49,119.4,1,5865,158,4.563,-0.152,0.186,296.50754,44.036072,15.289
0,1,0,0,1.606003121,132.4945147,2.41E-05,0.496,0.003,-0.001,4.88602,0.00038,-0.00038,402550,0,0,360.08,-48.4,3359,30041.73,-8155.62,4679.3,1,5297,69,2.909,-0.148,1.586,292.93695,38.593071,14.194
0,1,1,1,2.696370652,170.73769,0.00234,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,397.9,9.5,-9.5,1.58,-0.16,1066,305.34,-86.33,48.2,1,4989,149,4.504,-0.06,0.067,283.76547,47.804298,15.269
0,0,0,0,15.9868932,137.5964,0.0152,0.533,0.018,-0.472,4.158,0.538,-0.538,178.5,18.3,-18.3,1.62,-0.15,803,98.51,-21.9,10.9,2,6049,72,4.353,-0.114,0.184,292.7131,38.358212,14.818
0,0,0,1,0.918510251,131.82791,0.00533,0.622,0.336,-0.393,2.587,0.137,-0.137,52.6,3.1,-3.1,1.77,-0.55,2795,14485.22,-7948.33,20.3,1,5837,79,3.791,-0.096,0.39,291.71054,38.96273,13.815
1,0,0,0,0.531106622,131.906467,0.000268,0.94,0.008,-0.009,3.0293,0.0242,-0.0242,5133.6,29.3,-29.3,7.54,-0.78,1781,2371.49,-666.07,286.2,2,4978,151,4.539,-0.065,0.079,296.34622,50.390789,15.169
0,0,0,0,41.40831669,195.78745,0.000123,0.377,0.016,-0.029,5.0264,0.0136,-0.0136,22839,31.4,-31.4,11.38,-1.04,453,9.93,-2.57,907.8,1,5522,165,4.586,-0.112,0.136,291.76041,41.944069,15.196
0,0,1,1,30.5528972,173.90269,0.00345,1.216,73.76,-0.244,5.269,0.179,-0.179,865.2,28.5,-28.5,30.74,-2.43,670,47.63,-9.13,35.6,1,6284,75,4.349,-0.123,0.195,290.96353,38.472542,14.532
0,1,0,0,5.06318803,133.707285,0.000196,3.4,0.108,-0.131,13.8913,0.021,-0.021,662680,505,-505,302.18,-36.97,908,160.52,-51.79,1602.7,1,5375,189,4.531,-0.081,0.102,292.35315,41.324242,15.001
0,0,0,0,2.131945045,133.65547,0.00268,0.209,0.237,-0.209,1.8061,0.0699,-0.0699,269.4,13.4,-13.4,1.66,-0.17,1418,955.16,-293.98,22.9,1,5845,162,4.469,-0.2,0.305,290.17618,46.698341,15.545
0,1,0,0,37.60166128,194.713383,0.000123,0.408,0.004,-0.005,8.30604,0.00855,-0.00855,59130,43.7,-43.7,27.22,-4.42,606,31.86,-12.3,1667.3,1,6140,164,4.354,-0.201,0.331,282.30603,44.714661,15.505
0,0,0,0,16.2951259,144.80425,0.0088,0.494,0.473,-0.287,3.678,0.309,-0.309,197.9,18.2,-18.2,1.15,-0.08,574,25.59,-4.73,13,1,4915,78,4.512,-0.022,0.031,288.69501,39.883202,15.061
0,0,0,0,5.082748362,133.21176,0.00157,0.063,0.391,-0.063,1.7732,0.046,-0.046,276.7,8,-8,1.4,-0.05,928,175.06,-26.43,40.9,1,5430,97,4.555,-0.108,0.105,290.05112,46.713371,13.984
0,1,1,0,86.4392931,144.58294,0.00754,1.28,77.71,-2.418,6.534,0.384,-0.384,1175.1,67.2,-67.2,35.31,-3.83,442,8.99,-2.79,20.5,1,6208,172,4.454,-0.202,0.332,299.26376,40.263741,14.329
0,0,0,0,2.005414293,133.24526,0.00369,0.874,0.069,-0.645,1.934,0.129,-0.129,59.5,5,-5,0.65,-0.07,1216,516.85,-142.34,13.9,2,5374,160,4.555,-0.064,0.082,288.83136,47.551991,13.851
0,0,1,1,0.759740194,131.82001,0.00825,0.497,0.488,-0.292,3.252,0.305,-0.305,42.5,4.1,-4.1,0.67,-0.07,2059,4245.86,-1270.8,13.7,1,6046,169,4.478,-0.168,0.237,290.55255,40.688759,14.92
0,0,1,0,0.973547911,133.49742,0.00148,1.097,1.757,-0.054,2.2858,0.0809,-0.0809,435.7,13.9,-13.9,11.52,-1.03,1814,2556.6,-718.87,38.7,1,6084,171,4.542,-0.192,0.246,298.79498,41.759769,15.46
1,0,0,0,0.532854237,131.93754,0.00495,0.618,0.005,-0.525,3.231,0.183,-0.183,50.9,2.5,-2.5,1.21,-0.4,3042,20292.47,-12401.84,27.9,1,6266,175,4.067,-0.161,0.436,297.58078,42.061459,13.644
0,0,0,0,14.4359459,141.51253,0.00356,0.613,0.344,-0.394,3.414,0.102,-0.102,107.3,5.3,-5.3,1.46,-0.03,884,144.45,-14.96,22,3,6075,122,4.264,-0.012,0.036,285.19,46.027962,11.485
0,0,0,0,2.685054445,132.60443,0.00138,0.762,0.188,-0.519,1.0473,0.0482,-0.0482,252.7,11,-11,1.46,-0.18,1137,395.08,-121.21,28.9,1,5266,158,4.484,-0.182,0.15,284.09763,47.810638,14.077
0,0,0,0,8.05337912,134.9588,0.0098,0.035,0.399,-0.035,5.382,0.233,-0.233,38.3,3,-3,1.28,-0.33,1320,717.7,-349.99,14.9,1,6231,125,3.976,-0.105,0.394,295.53839,51.202961,12.086
0,0,0,0,92.263742,146.4247,0.0267,0.273,0.177,-0.272,8.605,0.725,-0.725,296.9,28.1,-28.1,2.22,-0.3,469,11.42,-3.37,12.2,1,6084,81,4.287,-0.121,0.23,297.5885,43.841221,15.015
1,0,1,1,12.4254201,141.5458,0.0267,0.428,0.234,-0.428,18.56,2.3,-2.3,144.5,7.9,-7.9,0.84,-0.05,659,44.57,-9.59,24.9,1,5571,165,4.643,-0.105,0.114,297.66727,40.51413,14.667
0,0,0,0,3.41045981,131.58062,0.00304,0.971,0.01,-0.682,2.866,0.1,-0.1,136.2,6.8,-6.8,1.06,-0.04,892,149.88,-21.68,22.5,3,4983,100,4.66,-0.052,0.044,286.75278,49.064911,14.139
1,0,0,1,14.2005007,135.7279,0.011,1.106,6.822,-0.136,5.232,0.644,-0.644,80.6,9.4,-9.4,13.28,-1.45,843,119.41,-35.36,10.6,2,6332,169,4.406,-0.21,0.349,282.67715,46.152851,13.594
0,0,0,0,133.460999,216.04334,0.00138,0.249,0.043,-0.249,11.4997,0.0691,-0.0691,5032.9,32.4,-32.4,11.21,-2.59,433,8.29,-3.64,162.3,1,5588,83,4.047,-0.087,0.245,287.1749,44.878571,15.12
0,0,1,0,9.06687613,134.75185,0.00747,0.928,0.051,-0.627,3.381,0.169,-0.169,367.2,28.7,-28.7,1.9,-0.23,725,65.52,-21.65,14.6,1,5142,179,4.515,-0.072,0.086,286.27167,45.440811,15.737
0,0,0,0,13.53953595,143.15629,0.00494,0.219,0.238,-0.218,4.389,0.176,-0.176,134.2,7.2,-7.2,2.32,-0.57,1079,320.19,-150.87,21.8,1,6109,122,3.985,-0.101,0.323,292.23395,41.575211,13.628
0,0,0,0,10.91274065,169.85247,0.00105,0.685,0.192,-0.459,2.1801,0.0445,-0.0445,1387.2,26.5,-26.5,2.13,-0.16,443,9.12,-2,57.4,3,3834,77,4.708,-0.021,0.03,292.29459,40.591789,15.264
0,0,0,0,6.76690759,136.61633,0.0018,0.648,0.267,-0.42,1.7062,0.0533,-0.0533,249.3,9.4,-9.4,1.31,-0.06,781,87.79,-14.17,29.7,3,5103,101,4.558,-0.05,0.052,294.32553,46.002251,13.693
1,1,0,0,5.91039905,132.7277844,0.00327,0.583,0.185,-0.193,3.85,0.115,-0.115,449.2,18.6,-18.6,2.47,-0.31,938,185.15,-53.2,27.5,2,5761,156,4.438,-0.121,0.233,293.83688,40.41045,15.169
0,0,0,0,18.42794957,178.43963,0.00182,0.727,0.185,-0.501,2.9264,0.0637,-0.0637,706.6,22.3,-22.3,2.24,-0.13,526,18.05,-3.02,36,1,4768,85,4.536,-0.017,0.026,291.5545,47.81448,14.958
0,0,0,0,22.8245144,144.46843,0.00848,0.279,0.175,-0.279,6.617,0.3,-0.3,322.7,22.4,-22.4,3.36,-0.72,946,189.46,-83.67,15.9,1,6642,105,4.057,-0.116,0.326,295.93347,40.300571,12.345
0,0,0,0,6.12479773,134.93803,0.00428,0.79,0.037,-0.545,3.466,0.122,-0.122,129.3,6.9,-6.9,1.51,-0.24,1140,399.43,-139.86,20.1,1,6052,121,4.285,-0.112,0.208,288.37024,43.35461,13.268
0,0,0,0,7.340714946,134.3457036,9.21E-05,0.568,0.022,-0.028,2.9987,0.0141,-0.0141,8510.5,12.7,-12.7,14.31,-1.34,1155,421.03,-106.78,856.3,1,6056,120,4.191,-0.045,0.093,293.09253,41.355518,14.412
0,0,0,0,71.52543938,191.69147,0.00104,0.066,0.293,-0.066,5.9189,0.0564,-0.0564,5904.3,59.5,-59.5,5.76,-0.35,340,3.15,-0.56,111.3,1,4855,77,4.542,-0.02,0.029,287.73755,38.114559,14.521
0,1,1,0,0.570828503,131.58958,0.00296,0.609,0.33,-0.404,0.915,0.115,-0.115,174.4,18.9,-18.9,0.54,-0.08,986,222.55,-70.79,13.9,3,3585,72,4.868,-0.041,0.039,288.86853,39.496132,15.068
0,0,0,0,7.54235832,132.96117,0.00413,0.318,0.115,-0.318,4.73,0.113,-0.113,132.5,5.4,-5.4,1.59,-0.29,1054,292.19,-113.23,25.8,2,5711,101,4.221,-0.122,0.232,283.19208,41.305389,13.353
0,0,0,0,7.65880048,173.03964,0.00137,0.017,0.407,-0.017,3.0427,0.0459,-0.0459,668.2,13.6,-13.6,2.19,-0.23,858,128.18,-36.64,57.6,1,5657,152,4.508,-0.161,0.215,290.24704,52.149132,14.528
0,1,0,0,24.68662378,137.53976,0.0015,0.643,0.024,-0.047,15.168,0.146,-0.146,8052.3,44.2,-44.2,48.04,-6.73,1149,412.55,-121.69,210.9,1,4648,69,2.996,-0.145,1.336,294.207,38.22345,14.633
0,0,0,0,33.4698571,140.14977,0.00458,0.876,0.041,-0.61,4.749,0.12,-0.12,370.7,17.9,-17.9,2.45,-0.41,609,32.52,-12.57,23.2,1,5912,160,4.342,-0.187,0.314,288.82059,39.52282,14.74
0,1,0,0,65.58366557,182.6493381,7.04E-05,0.72,0.023,-0.022,5.01216,0.00389,-0.00389,242400,173,-173,41.22,-2.54,371,4.5,-0.99,1649.5,1,5516,183,4.65,-0.084,0.088,294.43863,48.985241,15.743
0,0,0,0,5.65378163,131.71154,0.00164,0.439,0.451,-0.247,1.9483,0.0489,-0.0489,366.8,11.4,-11.4,1.82,-0.15,1020,256.14,-65.59,37.8,1,5988,161,4.507,-0.221,0.294,296.75415,49.20874,14.377
0,0,0,0,27.3214242,154.29833,0.00857,0.983,0.044,-0.694,4.836,0.275,-0.275,279.6,17.7,-17.7,3.61,-0.85,705,58.35,-26.06,14.9,2,5592,75,4.115,-0.09,0.211,289.19958,49.305721,14.513
1,0,0,0,4.4408541,135.2744,0.0166,0.005,0.458,-0.005,8.083,0.717,-0.717,33.9,3.7,-3.7,1.74,-1.25,1642,1719.2,-1598.6,12,2,5159,171,3.604,-0.23,0.943,293.79684,45.160728,13.263
1,0,0,0,7.4539297,137.33196,0.00327,0.583,0.185,-0.193,14.21,0.115,-0.115,449.2,18.6,-18.6,2.47,-0.31,938,520.65,-226.63,27.5,1,5761,156,4.438,-0.121,0.233,281.63889,47.314121,13.272
0,0,0,0,7.69994466,134.39282,0.00601,0.018,0.436,-0.018,4.432,0.168,-0.168,70.9,4.5,-4.5,0.92,-0.14,969,208.61,-68.07,17.4,1,5727,115,4.328,-0.108,0.164,292.19971,42.046089,13.421
0,0,1,1,1.5259105,132.7061,0.00555,0.986,0.01,-0.686,3.114,0.109,-0.109,83.9,7,-7,2.63,-1.2,2545,9917.8,-7388.14,14.3,1,6640,189,3.884,-0.112,0.479,295.32501,40.187576,12.203
0,0,1,1,5.0825188,132.95792,0.00597,0.522,0.434,-0.322,3.328,0.23,-0.23,105,7.6,-7.6,0.88,-0.08,968,207.45,-55.51,17.1,1,5706,152,4.561,-0.184,0.229,290.92316,40.77103,14.445
0,0,0,0,29.00789166,170.55349,0.00205,0.761,0.108,-0.542,5.0274,0.0848,-0.0848,906.3,23.1,-23.1,2.64,-0.22,498,14.59,-3.58,44.1,1,5295,159,4.566,-0.105,0.132,284.65787,42.652679,14.805
0,0,0,0,3.00725068,131.90484,0.00312,0.897,0.044,-0.633,4.4302,0.0837,-0.0837,285.8,10.9,-10.9,1.56,-0.12,1122,373.99,-88.89,30,1,5667,169,4.587,-0.142,0.169,293.20059,43.050041,15.62
0,0,0,0,2.892216772,132.87726,0.00192,0.806,0.131,-0.58,1.3596,0.0686,-0.0686,360.5,18.3,-18.3,1.31,-0.06,794,93.66,-15.72,23.9,1,4229,84,4.655,-0.02,0.025,294.70938,45.969501,15.068
0,0,0,0,12.51610549,135.03333,0.00572,0.023,0.424,-0.023,4.853,0.146,-0.146,263,12.4,-12.4,1.87,-0.23,848,122.54,-33.29,22.6,2,5859,79,4.335,-0.11,0.19,296.85205,49.084438,14.842
0,0,0,0,11.08956602,141.76142,0.00338,0.02,0.432,-0.02,6.2877,0.0965,-0.0965,148.1,4.4,-4.4,3.51,-1.01,1422,965.62,-510.73,38.9,1,6353,128,3.698,-0.078,0.295,291.03192,38.21196,12.808
0,0,1,0,4.60690612,135.19221,0.00787,0.203,0.258,-0.203,4.176,0.244,-0.244,137.5,12.3,-12.3,0.9,-0.08,950,192.38,-49.36,13.3,1,5529,167,4.583,-0.135,0.161,284.65338,42.48835,15.069
0,0,0,0,5.48711441,356.0773,0.00145,0.812,0.033,-0.562,2.93,0.066,-0.066,1328.6,27.5,-27.5,3.24,-0.16,836,115.29,-19.15,51.9,1,5103,101,4.562,-0.048,0.051,299.22433,40.343182,15.812
0,0,0,0,6.53194024,136.03223,0.00326,0.83,0.049,-0.601,3.3351,0.0618,-0.0618,771.9,21.8,-21.8,3.09,-0.4,907,159.66,-45.69,39.6,1,5301,85,4.391,-0.07,0.096,284.29694,49.15868,15.28
0,0,0,0,50.79034648,135.632759,0.000406,0.058,0.076,-0.058,10.8474,0.0138,-0.0138,5671.1,11.9,-11.9,10.6,-1.9,612,33.12,-12.57,508.8,1,6163,123,4.185,-0.112,0.253,288.79303,48.04023,14.274
1,0,0,1,0.866346,131.6286,0.00633,0.409,0.08,-0.409,2.011,0.194,-0.194,116.4,10.3,-10.3,1.24,-0.17,2165,5186.18,-1968.49,13.9,1,6241,195,4.366,-0.21,0.375,296.11276,39.611599,13.789
0,0,1,1,0.93374911,132.4534,0.0179,0.505,0.005,-0.471,3.504,0.432,-0.432,57.8,8.7,-8.7,0.66,-0.06,1793,2442.7,-660.15,8.4,1,5978,161,4.554,-0.192,0.235,292.2276,47.746262,15.767
0,0,0,0,40.1097817,142.08227,0.00285,0.016,0.432,-0.016,5.2096,0.0869,-0.0869,732,20.8,-20.8,3.11,-0.54,556,22.65,-7.96,40.3,1,5509,82,4.265,-0.112,0.183,289.73169,46.953819,14.904
0,0,0,0,61.6174528,179.08282,0.00485,0.091,0.378,-0.091,3.816,0.148,-0.148,1350.7,80.5,-80.5,3.36,-0.2,424,7.67,-1.25,19.5,1,5480,73,4.485,-0.105,0.115,293.06335,39.40345,15.722
0,0,0,0,10.50682978,360.082152,0.00025,0.407,0.074,-0.178,3.7769,0.0353,-0.0353,13356,45.2,-45.2,9.01,-0.7,668,47.21,-12.56,343.4,1,5127,185,4.589,-0.09,0.104,293.36285,39.212448,15.95
0,0,0,0,12.7983174,133.64979,0.00382,0.738,0.158,-0.518,6.401,0.116,-0.116,336.6,9.7,-9.7,2.88,-0.68,908,160.33,-71.6,38.2,1,5592,75,4.115,-0.09,0.211,289.19958,49.305721,14.513
0,0,0,0,6.238535444,171.706325,0.000295,0.008,0.266,-0.008,3.5255,0.0105,-0.0105,401.6,1.7,-1.7,2.53,-0.12,1185,465.61,-62.53,274.5,2,6267,81,4.28,-0.03,0.072,286.6384,39.487881,10.734
0,0,1,1,2.92928244,133.72275,0.00474,1.14,1.187,-0.032,6.794,0.211,-0.211,268.6,8,-8,38.42,-12.9,2112,4706.45,-2847.92,39.2,1,6634,161,3.831,-0.1,0.407,292.07269,50.54829,12.674
1,0,0,0,1.547426532,132.8859128,0.00327,0.947,0.185,-0.193,16.1346,0.115,-0.115,532.9,18.6,-18.6,3.62,-0.58,1973,3587.69,-1377.09,210.1,1,6612,158,4.303,-0.188,0.377,295.55603,40.233089,13.755
0,0,0,0,65.6480892,173.30166,0.00665,0.949,0.011,-0.678,5.746,0.231,-0.231,588.7,30.9,-30.9,3.93,-0.69,485,13.04,-4.7,22,1,5565,75,4.251,-0.108,0.179,292.2478,47.878448,14.872
0,0,0,0,2.633852528,134.56431,0.00255,0.204,0.272,-0.204,2.0206,0.0804,-0.0804,259.8,12.6,-12.6,1.38,-0.12,1131,387.43,-82.96,23.3,1,5114,84,4.463,-0.036,0.044,291.3909,48.065609,15.173
0,0,0,0,3.217518511,133.6320632,4.48E-05,0.638,0.009,-0.01,2.11481,0.007,-0.007,14319,14.2,-14.2,11.38,-0.93,1185,464.73,-93.72,1287.4,1,5720,77,4.473,-0.108,0.12,289.43463,49.4734,14.835
0,1,0,0,1.080695116,131.86822,0.00525,0.62,0.143,-0.137,7.449,0.107,-0.107,312770,3150,-3150,155.22,-53.73,3344,29671.05,-18972.82,198.8,1,7796,244,3.937,-0.12,0.436,291.297,49.244469,14.355
0,0,0,0,11.18719905,137.17814,0.00416,0.387,0.062,-0.387,3.252,0.122,-0.122,353.6,17.5,-17.5,1.55,-0.12,667,46.65,-9.44,21.9,2,4986,82,4.496,-0.025,0.032,296.48343,42.663429,15.024
0,1,0,0,1.763587535,120.5659254,1.99E-05,0.512,0.007,-0.008,3.16877,0.0029,-0.0029,4590.6,1.5,-1.5,21.42,-9.48,3559,37958.27,-28302.96,4061.9,1,9107,242,3.867,-0.147,0.895,286.97119,46.868359,9.958
0,0,0,0,7.09712124,136.34514,0.00279,0.05,0.369,-0.05,2.1059,0.09,-0.09,369.5,23.3,-23.3,0.74,-0.11,425,7.73,-2.57,18.3,1,3569,71,4.861,-0.044,0.047,285.62854,44.31089,15.649
0,0,1,1,4.98845099,133.74684,0.00883,0.041,0.435,-0.041,7.453,0.327,-0.327,193.9,9.7,-9.7,1.33,-0.2,1055,292.71,-104.25,23.3,1,5695,169,4.411,-0.186,0.264,296.44901,46.623589,15.331
0,0,0,0,13.48457668,136.61808,0.00132,0.011,0.319,-0.011,5.0197,0.0395,-0.0395,653.5,8.8,-8.8,3.39,-0.52,929,176.29,-60.44,80.8,2,6198,111,4.237,-0.117,0.247,300.51712,44.38158,13.914
0,0,1,0,42.093314,141.1113,0.0305,0.035,0.42,-0.035,4.649,0.671,-0.671,886,142,-142,2.19,-0.22,407,6.47,-1.97,7.4,1,4885,174,4.541,-0.044,0.059,294.25906,46.221199,16.523
0,0,0,0,1.729367077,133.81929,0.00125,0.278,0.17,-0.278,1.7442,0.0408,-0.0408,484.4,12.6,-12.6,1.82,-0.09,1284,643.54,-96.16,44.7,3,5227,73,4.535,-0.066,0.068,289.78622,46.858791,15.342
0,0,0,0,15.0330623,131.89493,0.00927,0.896,0.059,-0.606,6.326,0.295,-0.295,132.2,10.2,-10.2,2.18,-0.48,928,175.74,-75.09,14.9,1,5849,70,4.076,-0.098,0.237,288.88333,39.74456,14.606
0,0,1,0,35.8726918,131.5668,0.0047,0.963,0.068,-0.584,4.402,0.515,-0.515,916.3,53.5,-53.5,62.51,-20.72,1670,1837.31,-1187.68,24.6,1,5254,184,2.494,-0.03,0.955,294.86819,48.649578,13.375
1,0,0,0,0.94356284,132.3272,0.0363,0.569,0.391,-0.343,5.721,0.431,-0.431,13.4,2.4,-2.4,0.76,-0.16,3176,23945.42,-11404.33,16,1,7693,214,4.083,-0.17,0.514,293.57108,45.413639,12.749
0,0,0,0,16.08065726,182.7601,0.000393,0.051,0.303,-0.051,2.8701,0.0199,-0.0199,3076,18.3,-18.3,4.43,-0.23,614,33.64,-5.86,195.9,1,5303,106,4.547,-0.07,0.069,293.59189,41.095161,13.653
0,0,1,0,2.002779769,261.95791,0.00262,0.242,0.215,-0.242,2.231,0.11,-0.11,260.5,13.7,-13.7,1.42,-0.19,1311,696.4,-232.91,22.2,1,5346,159,4.44,-0.18,0.179,298.44775,47.264999,14.606
0,0,0,0,29.6193891,133.68205,0.00306,0.046,0.395,-0.046,4.9595,0.0926,-0.0926,314.7,8.6,-8.6,1.74,-0.19,580,26.79,-7.03,42.5,1,5618,112,4.401,-0.1,0.133,291.01904,38.54557,13.331
0,0,0,0,99.6415962,198.68664,0.00508,0.028,0.418,-0.028,4.448,0.14,-0.14,952.5,44.1,-44.1,2.64,-0.23,360,3.97,-0.91,22.7,3,5527,111,4.488,-0.075,0.089,296.56622,44.105862,15.223
0,1,0,0,5.251918489,136.74098,1.86E-05,0.317,0.006,-0.001,5.59653,0,0,296480,33.4,-33.4,51.51,-5.15,1060,299.43,-87.22,6979.7,1,6099,164,4.511,-0.2,0.275,295.00055,44.321018,14.912
0,0,0,0,40.5289885,168.01669,0.00532,0.325,0.107,-0.325,10.604,0.165,-0.165,360.7,11.3,-11.3,5.92,-1.54,933,178.81,-86.22,35.3,1,6443,77,3.74,-0.09,0.432,300.34406,45.623219,13.913
0,0,0,0,27.40229859,133.6284,0.0015,0.022,0.296,-0.022,6.8491,0.0479,-0.0479,747.5,10,-10,3.63,-0.56,734,68.46,-23.47,79.3,3,6198,111,4.237,-0.117,0.247,300.51712,44.38158,13.914
0,1,1,1,8.58965725,132.01852,0.00207,1.249,4.197,-0.108,8.9793,0.0987,-0.0987,1161.5,12.5,-12.5,27.86,-2.18,828,111.01,-27.56,107.8,1,5697,154,4.539,-0.2,0.264,298.82263,46.939129,14.649
0,0,0,0,214.881456,213.4044,0.0132,0.023,0.438,-0.023,9.581,0.404,-0.404,759.2,48.7,-48.7,2.68,-0.37,286,1.59,-0.47,16.1,1,5323,79,4.378,-0.084,0.111,286.05243,39.09605,15.188
0,0,1,0,1.324247867,131.51043,0.00254,0.295,0.185,-0.295,1.4759,0.0834,-0.0834,83.3,4.1,-4.1,1.3,-0.22,2140,4951.46,-2047.59,26.5,1,6557,158,4.251,-0.201,0.458,298.0513,43.164909,13.869
0,0,0,0,60.0853848,153.25707,0.00269,0.79,0.131,-0.535,7.007,0.116,-0.116,432.2,9.6,-9.6,2.4,-0.12,485,13.07,-2.24,51.7,1,6028,107,4.459,-0.136,0.19,285.10406,45.008171,13.43
0,0,0,0,3.38557445,133.97411,0.00436,0.129,0.326,-0.129,1.879,0.136,-0.136,121.9,11.2,-11.2,1.63,-0.64,1476,1122.9,-749.25,13.1,1,5718,169,4.069,-0.168,0.386,300.93539,45.596539,13.767
0,0,1,0,9.40527028,134.55181,0.00277,1.212,72.8,-2.442,2.076,0.139,-0.139,470.9,27.9,-27.9,25.39,-2.7,938,182.72,-54.95,20.7,1,6347,170,4.464,-0.216,0.319,297.33582,46.15099,14.685
0,0,0,0,9.9267215,175.68671,0.000912,0.625,0.052,-0.452,3.8428,0.0379,-0.0379,725.5,8,-8,2.76,-0.23,803,98.34,-21.78,97.3,1,5475,109,4.43,-0.108,0.137,287.91791,45.592869,14.129
0,0,0,0,3.29276797,133.00741,0.00312,0.663,0.257,-0.448,4.8069,0.0819,-0.0819,80.7,2.2,-2.2,1.39,-0.32,1458,1068.95,-485.94,40.8,2,5683,115,4.108,-0.09,0.229,290.06049,47.16396,12.727
0,0,0,0,12.98494603,139.78207,0.00203,0.046,0.378,-0.046,3.4497,0.0649,-0.0649,257.2,7.6,-7.6,1.64,-0.19,818,105.74,-30.05,38.4,1,5948,107,4.384,-0.11,0.149,286.43365,50.300331,13.029
0,0,0,0,20.83762895,132.08488,0.00391,0.706,0.04,-0.505,2.3734,0.0987,-0.0987,439,30.9,-30.9,1.42,-0.07,418,7.24,-1.16,14.9,3,4261,85,4.641,-0.02,0.026,293.63696,42.82497,15.019
0,0,0,0,3.003879547,134.709874,0.000991,0.338,0.05,-0.338,3.2848,0.0587,-0.0587,8538,122,-122,10.96,-1.17,1438,1011.87,-321.7,80.8,1,6311,177,4.398,-0.216,0.376,295.30753,38.881641,14.996
0,1,0,0,23.73795284,147.006678,0.000201,1.004,0.062,-0.047,8.50818,0.00904,-0.00904,95884,93.6,-93.6,53.27,-9.21,620,34.94,-14.04,1221.2,1,5559,183,4.394,-0.186,0.282,298.37177,41.291759,15.147
0,0,0,0,3.173914037,170.92525,0.0011,0.819,0.065,-0.599,3.6069,0.0351,-0.0351,303,4.6,-4.6,3.07,-0.76,1655,1769.83,-915,76.1,1,6432,177,4.164,-0.198,0.527,295.47574,43.493141,13.949
